Name,Type,Episodes,Studio,Tags,Rating,Release_year
Ace wo Nerae! 2,OVA,13.0,TMS Entertainment,"Shoujo, Sports, Tennis, Based on a Manga",3.35,1988.0
Dorami-chan: Hello Kyouryuu Kids!!,Movie,,Shin-Ei Animation,"Sci Fi, Shounen, Family Friendly, Time Travel, Based on a Manga",3.35,1993.0
Gift Eternal Rainbow: Critical Moment at the Konosaka Inn,DVD S,,OLM,,3.35,2007.0
Astarotte's Toy,TV,12.0,diomedea,"Comedy, Ecchi, Fantasy, Romance, Seinen, Age Gap, Demons, Person in a Strange World, Royalty, Tsundere, Based on a Manga",3.35,2011.0
Poka Poka Mori no Rascal,TV,52.0,Nippon Animation,"Animal Protagonists, Anthropomorphic, Family Friendly, Forest, Non-Human Protagonists, Short Episodes",3.35,2006.0
Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,Other,,,"Action, CG Animation",3.35,2017.0
Pokemon: Yonayona Gengar,Music,,,"Family Friendly, Monsters, Based on a Video Game",3.35,2017.0
Happy Come Come,Movie,,Synergy SP,"Androids, Anime Tamago, Robots, Shorts",3.35,2015.0
Doraemon: Boku no Umareta Hi,Movie,,Shin-Ei Animation,"Sci Fi, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga",3.35,2002.0
Hakaba Kitarou,TV,11.0,Toei Animation,"Comedy, Horror, Slice of Life, Japanese Mythology, Monsters, noitaminA, Supernatural, Youkai",3.35,2008.0
Granblue Fantasy The Animation: Jack O'Lantern,DVD S,,A-1 Pictures,"Action, Fantasy, Based on a Mobile Game",3.35,2017.0
Taro the Dragon Boy,Movie,,Toei Animation,"Adventure, Fantasy, Demons, Dragons, Based on a Fairy Tale, Nudity",3.35,1979.0
"Doraemon: Boku, Momotarou no Nanna no Sa",Movie,,Shin-Ei Animation,"Adventure, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga",3.35,1981.0
Rokka: Braves of the Six Flowers Picture Drama,DVD S,,Passione,"Fantasy, Picture Drama, Based on a Light Novel",3.35,2015.0
Mizuiro no One-Piece,Music,,,"Family Friendly, Minna no Uta",3.35,1982.0
Oba Ano Omamori,Music,,,"Family Friendly, Minna no Uta",3.35,2016.0
Sincho.TV CM,Web,1.0,Ja Regarde,"Commercials, No Dialogue, Promotional",3.35,2012.0
Yume wo Kanaeru Zou,TV,,Studio DEEN,"Comedy, Fantasy, Gods, Salaryman, Based on a Manga",3.35,2009.0
The Disappearance of Nagato Yuki-chan OVA,OVA,1.0,SATELIGHT,"Romance, Seinen, Slice of Life, Based on a Manga",3.35,2015.0
Kinnikuman II Sei: Ultimate Muscle 2,TV,13.0,Toei Animation,"Action, Comedy, Shounen, Sports, Hand to Hand Combat, Superheroes, Tournaments, Wrestling",3.35,2006.0
Animal Yokocho,TV,51.0,Gallop,"Comedy, Animal Protagonists, Anthropomorphic, Bears, Family Friendly, Non-Human Protagonists, Rabbits, Based on a Manga",3.35,2005.0
Bayonetta: Bloody Fate,Movie,,GONZO,"Action, Fantasy, Europe, Guns, Magic, Supernatural, Superpowers, Witches, Based on a Video Game, Violence",3.35,2013.0
Binbou Shimai Monogatari,TV,10.0,Toei Animation,"Drama, Seinen, Slice of Life, Iyashikei, Melancholy, Orphans, Poverty, Siblings, Based on a Manga",3.35,2006.0
Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,OVA,3.0,Sunrise,"Fantasy, Person in a Strange World",3.35,1993.0
Tottoko Hamtaro: Anime Dechu!,OVA,1.0,TMS Entertainment,"Adventure, Animal Protagonists, Family Friendly, Hamsters, Non-Human Protagonists, Pets, Based on a Manga",3.35,1999.0
The Frog Kingdom,Movie,,,"Sports, Animal Protagonists, Anthropomorphic, Chinese Animation, Frogs, Non-Human Protagonists, CG Animation",3.35,2013.0
Yuuya: Shinkai Shoujo,Music,,,"Ocean, Vocaloid",3.35,2010.0
TeddyLoid: Shooting Star,Music,,,"Dancing, Vocaloid, CG Animation",3.35,2015.0
Himitsu no Akko-chan Movie,Movie,,Toei Animation,,3.35,1989.0
Love Live! μ's →NEXT LoveLive! 2014: ENDLESS PARADE - Encore Animation,OVA,1.0,Sunrise,Idols,3.35,2014.0
Sumomomo Momomo Specials,DVD S,,Studio Hibari,"Comedy, Seinen, Martial Arts, Based on a Manga",3.35,2007.0
AEON,Movie,,,"Abstract, Black and White, No Dialogue, Shorts",3.35,2017.0
Android Kikaider,TV,13.0,Studio OX,"Sci Fi, Shounen, Androids, Cyborgs, Non-Human Protagonists, Robots, Tokusatsu, Based on a Manga, Violence",3.35,2000.0
"Wake Up, Girls!",TV,12.0,Ordet,"Drama, Slice of Life, Idols, Music, Showbiz, Original Work",3.35,2014.0
Best Student Council,TV,26.0,J.C.Staff,"Comedy, All-Girls School, School Life, Student Council, Original Work",3.35,2005.0
Ultra Maniac OVA,OVA,1.0,Ashi Productions,"Fantasy, Romance, Shoujo, Magic, Based on a Manga",3.35,2002.0
Koihime Musou OVA,OVA,1.0,Doga Kobo,"Comedy, Ecchi, School Life, Based on an Eroge, Based on a Visual Novel",3.35,2009.0
Dragonar Academy,TV,12.0,C-Station,"Ecchi, Fantasy, Dragons, School Life, Based on a Light Novel",3.35,2014.0
Sonic the Hedgehog: The Movie,Movie,,Pierrot,"Action, Sci Fi, Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Based on a Video Game",3.35,1996.0
Chao Wa Zhanshi,Movie,,,"Action, Sci Fi, Chinese Animation, CG Animation",3.35,2010.0
Dibetagurashi: Ahiru no Seikatsu - Ahiru no Sumu Shima,TV Sp,,,"Animal Protagonists, Family Friendly, Non-Human Protagonists",3.35,2014.0
Washimo 5,TV,44.0,Studio DEEN,"Comedy, Family Friendly, Short Episodes, Based on a Picture Book",3.35,2017.0
YooHoo & Friends,TV,52.0,,"Adventure, Animal Protagonists, Family Friendly, Forest, Korean Animation, Non-Human Protagonists, Short Episodes",3.35,2009.0
Shizukanaru Don: Yakuza Side Story,OVA,1.0,TMS Entertainment,"Action, Seinen, Criminals, Gangs, Yakuza, Based on a Manga",3.35,1991.0
Princess Knight Pilot,Other,,Mushi Production,"Fantasy, Shoujo, Shorts, Based on a Manga",3.35,1966.0
Shikato,TV,135.0,,"Comedy, Animal Protagonists, Non-Human Protagonists, Short Episodes",3.35,1992.0
FLOWER FLOWER: Takaramono,Music,,,,3.35,2016.0
Harumaki Gohan: Yakusoku,Music,,Studio Gohan,Vocaloid,3.35,2019.0
Diamond Daydreams: Pure Session,OVA,1.0,,Based on a Visual Novel,3.35,2000.0
Hikari: Kariya wo Tsunagu Monogatari,Other,,Zexcs,"Sports, Promotional, Running, School Club",3.35,2016.0
Higepiyo,TV,39.0,Kinema Citrus,"Comedy, Josei, Animal Protagonists, Birds, Family Friendly, Non-Human Protagonists, Pets, Short Episodes, Based on a Manga",3.35,2009.0
Superbook 2,TV,26.0,,"Adventure, Christianity, Family Friendly, Religion, Based on a Religious Text",3.35,1983.0
Mr. Tonegawa: Middle Management Blues,TV,24.0,MADHOUSE,"Comedy, Parody, Work Life, Based on a Manga",3.35,2018.0
The Fruit of Grisaia Specials,DVD S,,8-Bit,"Comedy, Ecchi, Romance, Boarding School, Episodic, School Life, Based on an Eroge, Based on a Visual Novel, Nudity,, Sexual Content",3.35,2014.0
Shin Hakkenden,TV,26.0,Public and Basic,"Action, Sci Fi, Superpowers, Based on a Novel",3.35,1999.0
The Legend of Snow White,TV,52.0,Tatsunoko Production,"Adventure, Fantasy, Based on a Fairy Tale",3.35,1994.0
Megazone 23 Part II,OVA,1.0,AIC,"Action, Mecha, Sci Fi, Military, Motorcycles, Outer Space, War, Original Work, Explicit Sex,, Explicit Violence",3.34,1986.0
"Love, Chunibyo & Other Delusions! Depth of Field: Love and Hate Theater",DVD S,,Kyoto Animation,"Action, Drama, Mecha, Sci Fi, Based on a Light Novel",3.34,2012.0
Zhu Zhu Xia: Yong Chuang Weilai Cheng,TV,40.0,,"Sports, Animal Protagonists, Anthropomorphic, Chinese Animation, Family Friendly, Non-Human Protagonists, Pigs, CG Animation",3.34,2008.0
Himeyuri,Movie,,,"Drama, All-Girls School, Historical, Medical, Nurses, School Life, War, World War 2, Original Work",3.34,2012.0
OSTER project: Music Wizard of OZ,Music,,,"Adventure, Fantasy, Person in a Strange World, Vocaloid, Based on a Novel",3.34,2014.0
Bananya and the Curious Bunch,TV,13.0,Gathering,"Comedy, Slice of Life, Animal Protagonists, Cats, Family Friendly, Food Protagonists, Iyashikei, Non-Human Protagonists, Short Episodes, Original Work",3.34,2019.0
Jubei-chan 2,TV,13.0,MADHOUSE,"Action, Comedy, Reincarnation, Revenge, Samurai, Swordplay, Original Work",3.34,2004.0
Hello Kitty no Hansel to Gretel,OVA,1.0,,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Forest, Non-Human Protagonists, Sanrio Characters, Siblings, Based on a Fairy Tale",3.34,2001.0
Gundam Breaker Battlogue,Web,6.0,Sunrise,"Mecha, Sci Fi, Short Episodes, Original Work",3.34,2021.0
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,TV Sp,,SANZIGEN,"Comedy, Seinen, Animal Protagonists, Anthropomorphic, Bears, Non-Human Protagonists, Parody, Short Episodes, Based on a Manga, Flash Animation",3.34,2014.0
Chanto...,Web,1.0,,"Slice of Life, Shorts",3.34,2017.0
Children,Web,1.0,,"Horror, Abstract, No Dialogue, Psychological, Shorts, CG Animation",3.34,2011.0
Fight Da!! Pyuta,TV,26.0,,Comedy,3.34,1968.0
Kirin Ashita no Calendar,TV,149.0,,"Family Friendly, Short Episodes",3.34,1980.0
Kurumiwari Ningyou (2014),Movie,,Sanrio,Fantasy,3.34,2014.0
Midnight Horror School,TV,52.0,Milky Cartoon,"Comedy, CG Animation, Original Work",3.34,2003.0
Namekuji Aika,Web,,,"Animal Protagonists, Non-Human Protagonists",3.34,2011.0
Yaoguai Mingdan,Web,18.0,Haoliners Animation League,"Action, Comedy, Ecchi, Fantasy, Romance, Chinese Animation, Contemporary Fantasy, Magic, Monsters, School Life, Short Episodes, Urban Fantasy, Based on a Manga",3.34,2014.0
Aura Battler Dunbine,TV,49.0,Sunrise,"Action, Fantasy, Mecha, Isekai, Military, Person in a Strange World, War, Original Work",3.34,1983.0
Ark,Movie,,,"Action, Mecha, Sci Fi, Aliens, Korean Animation, CG Animation, Original Work",3.34,2005.0
Jungle Taitei Susume Leo!,TV,26.0,Mushi Production,"Shounen, Africa, Animal Protagonists, Cats, Forest, Jungle, Non-Human Protagonists, Based on a Manga",3.34,1966.0
Kuruneko,TV,100.0,Dax Production,"Comedy, Slice of Life, Cats, Pets, Short Episodes, Based on a Manga",3.34,2009.0
Long Riders! Recap,TV Sp,,Actas,"Shounen, Sports, Cycling, Recap, Based on a Manga",3.34,2016.0
Lostorage Incited WIXOSS,TV,12.0,J.C.Staff,"Drama, Card Battles, Psychological, Supernatural, Based on a Card Game, Mature Themes,, Suicide",3.34,2016.0
Chiisana Penguin Lolo no Bouken,OVA,3.0,,"Animal Protagonists, Birds, Non-Human Protagonists, Penguins, Violence",3.34,1986.0
Haru wo Daiteita,OVA,2.0,Trinet Entertainment,"BL, Drama, Romance, Yaoi, Acting, Adult Couples, Adult Industry, Mature Romance, Showbiz, Based on a Manga, Explicit Sex,, Mature Themes,, Physical Abuse,, Sexual Abuse",3.34,2005.0
Hello Kitty In Momotaro,OVA,1.0,Sanrio,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters, Based on a Fairy Tale",3.34,2001.0
Boogiepop Phantom,TV,12.0,MADHOUSE,"Horror, Mystery, Noir, Psychological, Based on a Light Novel, Animal Abuse,, Explicit Violence,, Mature Themes",3.34,2000.0
Majokko Tsukune-chan,OVA,6.0,XEBEC,"Comedy, Fantasy, Seinen, Dark Comedy, Gag, Magic, Slapstick, Witches, Based on a Manga",3.34,2005.0
Okaeri,Movie,,TMS Entertainment,"Slice of Life, Countryside, Original Work",3.34,2017.0
Dash! Yonkuro: Horizon Gundan vs. Dash Gundan,TV Sp,,,"Shounen, Sports, Cars, Racing, Based on a Manga",3.34,1990.0
Poron Guitar,Movie,,,"Family Friendly, Shorts",3.34,1959.0
Dallyeola Majing-ga-X,Movie,,,"Action, Mecha, Sci Fi, Korean Animation",3.34,1978.0
Di Gi Charat Nyo,TV,52.0,MADHOUSE,"Comedy, Aliens, Chibi, Gag, Non-Human Protagonists",3.34,2003.0
Mobile Police Patlabor: Reboot,Movie,,Khara,"Mecha, Sci Fi, Japan Animator's Exhibition, Police, Real Robot, Shorts",3.34,2016.0
Umeboshi Denka,TV,26.0,,"Comedy, Slice of Life",3.34,1969.0
Tetsujin 28-gou (1980),TV,51.0,TMS Entertainment,"Mecha, Sci Fi, Super Robot, Based on a Manga",3.34,1980.0
Cap Kakumei Bottleman,Web,25.0,Gaina,"Action, Shounen, Proxy Battles, Short Episodes",3.34,2020.0
AKB48: Yume no Kawa,Music,,,,3.34,2012.0
Boundary line,Movie,,,"Abstract, No Dialogue, Shorts",3.34,2014.0
Chou Kousoku Galvion,TV,22.0,Kokusai Eigasha,"Action, Mecha, Sci Fi, Police, Original Work",3.34,1984.0
Eien no Filena,OVA,6.0,Pierrot,"Action, Fantasy, Sci Fi, Based on a Light Novel, Violence",3.34,1992.0
Cosmo Warrior Zero,TV,13.0,Vega Entertainment,"Action, Sci Fi, Bounty Hunters, Leijiverse, Robots, Space Pirates, Based on a Video Game",3.34,2001.0
UFO Ultramaiden Valkyrie: Recap,TV Sp,,TNK,"Comedy, Romance, Sci Fi, Shounen, Recap, Based on a Manga",3.34,2003.0
The Wild Swans,Movie,,Toei Animation,"Fantasy, Animal Transformation, Curse, Deal with the Devil, Family Friendly, Forest, Medieval, Royalty, Siblings, Based on a Fairy Tale",3.34,1977.0
AOKANA: Four Rhythm Across the Blue,TV,12.0,GONZO,"Drama, Sci Fi, Sports, School Life, Transfer Students, Based on an Eroge, Based on a Visual Novel",3.34,2016.0
Michi,Music,,,"Family Friendly, Minna no Uta",3.34,1979.0
Historical,Web,1.0,,"Adventure, Fantasy, Time Travel",3.34,2016.0
Hisone to Maso-tan Digest Douga,Web,12.0,Bones,"Picture Drama, Short Episodes, Original Work",3.34,2018.0
Touyu: Kawazuno Mekaridoki,Music,,,,3.34,2016.0
Innocent Venus,TV,12.0,Brain's Base,"Adventure, Drama, Mecha, Sci Fi, Dystopia, Military, Post-apocalyptic, Original Work",3.34,2006.0
Bokura no Live Kimi to no Life,Music,,Sunrise,Idols,3.34,2010.0
Johnson x Taka no Tsume: Tatakae! Jokin Shitennou,Web,,DLE,"Comedy, Commercials, Promotional, Short Episodes, Flash Animation",3.34,2019.0
Kero Kero Keroppi no Aladdin to Mahou no Lamp,OVA,1.0,Sanrio,"Fantasy, Animal Protagonists, Anthropomorphic, Family Friendly, Frogs, Genies, Non-Human Protagonists, Sanrio Characters, Based on a Fairy Tale",3.34,2001.0
Maeda Jun x Yanagi Nagi: Last Smile,Music,,,"Drama, Romance, Illness, Melancholy",3.34,2012.0
SKET Dance: SD Character Flash Anime,Web,16.0,Tatsunoko Production,"Comedy, Shounen, Chibi, Short Episodes, Based on a Manga",3.34,2011.0
Niji ni Mukatte,Movie,,,"Romance, Historical, Shorts",3.34,1977.0
Sora ga Aketara,Web,1.0,,"Drama, Illness, No Dialogue, Shorts",3.34,
Smile,Music,,,Minna no Uta,3.34,1993.0
kimpaksa: Alone,Music,,,"Korean Animation, Vocaloid",3.34,2012.0
RahXephon: Ichiko Hashimoto - The Fate of Katun,Music,,,,3.34,2004.0
Project A-Ko,Movie,,A.P.P.P.,"Action, Comedy, Sci Fi, Aliens, Parody, Superpowers, Original Work",3.34,1986.0
Dirty Pair Flash,OVA,16.0,Sunrise,"Action, Comedy, Sci Fi, Based on a Light Novel",3.34,1994.0
Sorcerer Hunters,TV,26.0,XEBEC,"Action, Adventure, Ecchi, Fantasy, Magic, Based on a Manga, Violence",3.34,1995.0
Lupin Shanshei,OVA,10.0,TMS Entertainment,"Parody, Short Episodes, Thieves, Flash Animation",3.34,2012.0
Hashire! Shiroi Ookami,Movie,,Group TAC,"Adventure, Drama, America, Animal Protagonists, Countryside, Non-Human Protagonists, Based on a Novel",3.34,1990.0
Super Wings 2,TV,52.0,,"Adventure, Aviation, Family Friendly, Korean Animation, Short Episodes, CG Animation",3.34,2017.0
Di Gi Charat Movie - A Trip to the Planet,Movie,,MADHOUSE,"Comedy, Aliens, Chibi, Gag, Non-Human Protagonists, Parody",3.34,2001.0
Gaki Deka,TV,22.0,Gallop,"Comedy, Crude, Police, Based on a Manga",3.34,1989.0
Jeonja Ingan 337,Movie,,,"Action, Sci Fi, Korean Animation, Superheroes, Superpowers",3.34,1977.0
Huoli Shaonian Wang 3,TV,40.0,,"Action, Chinese Animation, Family Friendly, Proxy Battles",3.34,2010.0
Daisougen no Chiisana Tenshi Bush Baby,TV,40.0,Nippon Animation,"Africa, Family Friendly, Forest, Jungle, World Masterpiece Theater, Based on a Novel",3.34,1992.0
Love Live! Sunshine!! Shin Bangumi Tokuhou Eizou,Web,1.0,,"Comedy, Fantasy, Promotional, Shorts, Superpowers",3.34,2020.0
rerulili: Nou Shou Sakuretsu Girl,Music,,,Vocaloid,3.34,2012.0
Hello Kitty no Kaguya-hime (2001),OVA,1.0,,"Fantasy, Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters, Based on a Fairy Tale",3.34,2001.0
2.43: Seiin High School Boys Volleyball Team,TV,12.0,David Production,"Drama, Sports, Childhood Friends, noitaminA, School Club, School Life, Tournaments, Volleyball, Based on a Light Novel",3.34,2021.0
Anime TV de Hakken! Tamagotchi,TV,27.0,Gallop,"Comedy, Fantasy, Family Friendly",3.34,1997.0
The Flowers of Evil,TV,13.0,Zexcs,"Drama, Shounen, Blackmail, Codependency, Mental Illness, Psychological, School Life, Based on a Manga, Emotional Abuse,, Mature Themes,, Physical Abuse",3.34,2013.0
Rilakkuma: Rilakkuma Cafe,Web,1.0,,"Animal Protagonists, Bears, No Dialogue, Non-Human Protagonists, Promotional, San-X Characters, Shorts",3.34,2015.0
little heart,Web,,,"Drama, Fantasy, Romance, No Dialogue, Shorts",3.34,2013.0
If Her Flag Breaks OVA,OVA,1.0,Hoods Entertainment,"Comedy, Harem, Romance, Slice of Life, Supernatural, Based on a Light Novel",3.34,2014.0
Dr. Slump Movie 3: The Great Race Around the World,Movie,,Toei Animation,"Comedy, Sci Fi, Racing, Based on a Manga",3.34,1983.0
Utawarerumono Recaps,TV Sp,,OLM,"Action, Fantasy, Recap",3.34,2006.0
Anne no Nikki: Anne Frank Monogatari,TV Sp,,Nippon Animation,"Drama, Autobiographies, Coming of Age, Europe, Historical, War, World War 2, Based on a Novel",3.34,1979.0
Mobile Suit SD Gundam no Gyakushuu: Arashi wo Yobu Gakuensai,Movie,,Sunrise,"Comedy, Mecha, Romance, Chibi, Music, Parody, School Life, Shorts",3.34,1989.0
Tales of Symphonia the Animation: Sylvarant Episode - Kaette Kita Kratos Sensei no Private Lesson,DVD S,,ufotable,"Comedy, Fantasy, Based on a Video Game",3.34,2008.0
Ghost in the Shell: Nyuumon Arise,TV,26.0,Production I.G,"Comedy, Sci Fi, Chibi, Robots, Short Episodes, Based on a Manga",3.34,2014.0
Mr. Love: Queen's Choice,TV,12.0,MAPPA,"Reverse Harem, Sci Fi, Superpowers, Work Life, Based on a Mobile Game, Based on an Otome Game, Mature Themes,, Violence",3.34,2020.0
Taisei Kensetsu: Myanmar,Other,,CoMix Wave Films,"Slice of Life, Promotional, Shorts",3.34,2020.0
Phantasy Star Online 2: Episode Oracle - Xiao's Report,TV Sp,,GONZO,"Action, Sci Fi, Recap, Based on a Video Game",3.34,2019.0
Francois CM: Cassis to Arles no Monogatari,Web,1.0,Trash Studio,"Romance, Slice of Life, Commercials, Food and Beverage, No Dialogue, Promotional, Shorts",3.34,2020.0
Pinocchio-P: All I Need Are Things I like,Music,,,Vocaloid,3.34,2016.0
Locke the Superman: Lord Leon,OVA,3.0,Nippon Animation,"Action, Sci Fi, Cyborgs, Outer Space, Psychic Powers, Space Pirates, Superpowers",3.34,1989.0
Dog & Scissors,TV,12.0,GONZO,"Comedy, Mystery, Animal Protagonists, Animal Transformation, Dogs, Non-Human Protagonists, Supernatural, Writers, Based on a Light Novel, Violence",3.34,2013.0
Our Home's Fox Deity Specials,DVD S,,Zexcs,"Comedy, Fantasy, Animal Characteristics, Japanese Mythology, Based on a Light Novel",3.34,2008.0
Vassalord.,OVA,1.0,Production I.G,"Action, BL, Shoujo, Shounen-ai, Supernatural, Vampires, Based on a Manga, Explicit Violence,, Mature Themes,, Physical Abuse",3.34,2013.0
My Last Day,Other,,Studio 4°C,"Christianity, Historical, Religion, Shorts, Based on a Religious Text, Explicit Violence,, Mature Themes,, Physical Abuse",3.34,2011.0
Saki Biyori,OVA,1.0,Studio Gokumi,"Comedy, Seinen, Slice of Life, Board Games, Chibi, Mahjong, Based on a 4-Koma Manga, Based on a Manga",3.34,2015.0
Yomigaeru Sora -Rescue Wings- Special,DVD S,,J.C.Staff,"Drama, Aviation, Military, Work Life, Original Work",3.34,2006.0
3-gatsu no Lion meets Bump of Chicken,Music,,,"Orphans, Based on a Manga",3.34,2014.0
Ookami Shounen Ken,TV,86.0,Toei Animation,"Adventure, Black and White, Forest, Jungle, Original Work",3.34,1963.0
Fairy Musketeers,TV,39.0,MADHOUSE,"Adventure, Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic",3.34,2006.0
Zutomayo: Tadashiku Narenai,Music,,,CG Animation,3.34,2020.0
86: Eighty-Six - Coquelicots Blooming Across the Battlefield,TV Sp,,A-1 Pictures,"Action, Drama, Sci Fi, Military, Recap, War, Based on a Light Novel",3.34,2021.0
Ghost Slayers Ayashi,TV,25.0,Bones,"Action, Fantasy, Demons, Feudal Japan, Original Work",3.34,2006.0
Garo: Vanishing Line Recap,TV Sp,,MAPPA,"Action, Sci Fi, Conspiracy, Recap, Superheroes, Based on a TV Series",3.34,2018.0
My Melody no Akazukin (2001),OVA,1.0,,"Fantasy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Sanrio Characters",3.34,2001.0
kemu: Jinsei Reset Button,Music,,,Vocaloid,3.34,2012.0
Shin Takarajima,TV Sp,,,"Adventure, Comedy, Animal Protagonists, Anthropomorphic, Black and White, Non-Human Protagonists, Pirates, Rabbits, Based on a Novel",3.34,1965.0
Cat's Eye Love,Music,,,"Family Friendly, Minna no Uta",3.34,1987.0
Bernard Mission Impossible,Other,,,"Comedy, Animal Protagonists, Bears, Family Friendly, Korean Animation, Non-Human Protagonists, Parody, Short Episodes, CG Animation",3.34,2008.0
Killing Bites,TV,12.0,LIDEN FILMS,"Action, Ecchi, Sci Fi, Seinen, Animal Transformation, Animeism, Hand to Hand Combat, Human Experimentation, Based on a Manga, Explicit Violence,, Mature Themes,, Nudity,, Physical Abuse,, Sexual Abuse",3.34,2018.0
Mokke,TV,24.0,MADHOUSE,"Seinen, Slice of Life, Countryside, Family Friendly, Iyashikei, Japanese Mythology, Siblings, Supernatural, Youkai, Based on a Manga",3.34,2007.0
Uchuujin Tanaka Tarou,TV,24.0,Spring 2000,"Comedy, Sci Fi, Aliens, Family Friendly, School Life, Based on a Manga",3.34,2000.0
Alita's Trail,Movie,,Studio Tumble,"Action, Fantasy, Chinese Animation, Shorts",3.34,2016.0
